"DailyAverageStationPressure","DailyAverageWindSpeed","DailyMaximumDryBulbTemperature","DailyMinimumDryBulbTemperature","DailyPeakWindDirection","DailyPeakWindSpeed","DailyPrecipitation","DailySustainedWindDirection","DailySustainedWindSpeed","DailyAverageDewPointTemperature","DailyAverageRelativeHumidity"
998.646411,6.437376,11.1111111111111,0,290,16.09344,18.796,300,12.51712,2.77777777777778,77
1002.37144,3.442208,5,-0.555555555555556,10,10.28192,2.54,10,8.04672,-1.66666666666667,73
1006.435108,5.096256,11.6666666666667,-0.555555555555556,280,12.96416,0,290,10.28192,-3.33333333333333,54
1004.064635,4.425696,15,0,220,16.54048,1.524,210,12.51712,3.88888888888889,74
1005.419191,3.218688,13.3333333333333,1.66666666666667,10,11.62304,16.51,360,9.83488,2.77777777777778,78
1015.917,4.336288,11.1111111111111,2.22222222222222,40,11.176,0,20,8.9408,-3.33333333333333,54
1019.980668,3.621024,15,1.11111111111111,170,9.38784,0,190,8.04672,-2.22222222222222,51
1025.060253,3.442208,16.6666666666667,1.66666666666667,170,8.04672,0,160,7.15264,1.66666666666667,58
1026.07617,5.051552,18.8888888888889,3.88888888888889,210,12.96416,0.127,210,10.28192,3.88888888888889,62
1015.239722,5.409184,20,8.33333333333333,220,13.4112,0.254,210,11.176,8.33333333333333,73
1008.466942,3.486912,17.7777777777778,6.11111111111111,160,10.72896,1.778,160,9.83488,7.22222222222222,73
996.953216,3.710432,20,10,330,11.176,0.127,320,8.9408,8.88888888888889,73
1000.678245,5.588,17.2222222222222,9.44444444444444,300,13.85824,0,320,10.28192,0,42
1005.75783,4.112768,16.1111111111111,5.55555555555556,60,13.4112,0.127,80,10.28192,1.11111111111111,55
1007.451025,5.275072,20.5555555555556,8.33333333333333,40,16.54048,0.127,10,11.176,3.33333333333333,55
1004.403274,5.498592,22.2222222222222,9.44444444444444,10,16.09344,0.254,360,13.4112,0.555555555555556,39
1009.14422,5.856224,22.7777777777778,8.33333333333333,20,12.96416,0,20,10.72896,-0.555555555555556,38
1023.705697,4.202176,15,4.44444444444444,20,11.176,0,20,9.83488,-2.22222222222222,46
1024.721614,3.665728,11.6666666666667,2.77777777777778,90,7.15264,0.127,90,6.25856,-1.66666666666667,55
1014.562444,4.157472,12.2222222222222,6.66666666666667,100,10.28192,36.576,90,8.04672,3.33333333333333,69
1007.789664,2.771648,10.5555555555556,6.66666666666667,360,8.04672,1.524,10,7.15264,6.66666666666667,87
1004.741913,5.14096,20,6.11111111111111,10,12.96416,0.254,360,9.83488,5.55555555555556,63
1009.821498,4.91744,13.8888888888889,3.88888888888889,160,12.96416,0,160,10.28192,-4.44444444444444,42
1009.14422,3.039872,18.3333333333333,3.33333333333333,140,11.176,0,140,9.38784,2.77777777777778,59
1020.996585,4.112768,15.5555555555556,4.44444444444444,40,9.83488,0,40,8.04672,-1.11111111111111,48
1027.769365,5.498592,15,3.88888888888889,60,13.85824,0,30,11.176,-5.55555555555556,35
1022.351141,5.677408,18.8888888888889,3.88888888888889,40,13.4112,0,30,11.176,-6.66666666666667,28
1025.060253,8.985504,17.2222222222222,7.22222222222222,30,16.54048,0.508,40,13.4112,-1.66666666666667,43
1011.853332,7.510272,9.44444444444444,7.22222222222222,20,14.30528,21.082,40,12.96416,6.11111111111111,88
1008.466942,5.856224,11.6666666666667,8.33333333333333,30,11.176,11.176,30,8.9408,8.33333333333333,91
1006.096469,3.442208,25,10.5555555555556,30,8.9408,0,40,6.7056,10.5555555555556,69
1003.725996,2.637536,27.2222222222222,10,280,8.9408,0,170,7.59968,7.22222222222222,48
1005.75783,3.263392,22.2222222222222,11.1111111111111,340,10.72896,0.127,330,8.04672,5,45
1016.255639,4.559808,18.3333333333333,7.77777777777778,10,11.62304,0,20,9.38784,1.66666666666667,53
1019.30339,3.263392,19.4444444444444,5.55555555555556,80,8.9408,0,60,7.15264,0,45
1011.853332,8.806688,12.2222222222222,8.88888888888889,30,17.43456,9.144,40,13.4112,4.44444444444444,71
1009.482859,8.002016,12.2222222222222,8.88888888888889,10,13.85824,0.127,30,12.51712,8.33333333333333,86
1010.837415,4.112768,18.3333333333333,10,100,8.04672,0.254,50,7.15264,10.5555555555556,85
1009.482859,3.531616,16.1111111111111,10.5555555555556,100,8.04672,29.972,60,6.7056,11.6666666666667,91
1012.191971,5.498592,15,8.88888888888889,10,11.62304,50.038,20,10.28192,11.1111111111111,94
1014.901083,5.185664,12.2222222222222,9.44444444444444,30,10.72896,26.162,30,8.9408,9.44444444444444,93
1013.546527,3.218688,14.4444444444444,10,50,8.04672,4.064,50,6.7056,11.1111111111111,93
1001.694162,3.621024,15,10,50,12.51712,8.382,60,10.28192,10,89
998.646411,4.559808,21.1111111111111,10,250,11.62304,0,200,9.83488,8.88888888888889,66
997.630494,4.380992,23.3333333333333,8.88888888888889,200,13.4112,0,200,11.176,10.5555555555556,70
997.291855,4.559808,18.3333333333333,11.1111111111111,230,14.30528,18.288,230,10.72896,10,79
1000.000967,5.14096,20,10,240,14.30528,0.127,250,11.62304,7.22222222222222,62
1000.678245,5.185664,21.1111111111111,6.66666666666667,290,17.8816,5.08,290,13.4112,5,62
1004.741913,5.990336,18.8888888888889,6.66666666666667,290,12.96416,0,310,10.28192,2.77777777777778,52
1009.482859,5.14096,17.2222222222222,6.11111111111111,300,11.176,0,300,9.38784,2.77777777777778,55
1010.837415,3.12928,22.2222222222222,8.33333333333333,90,10.72896,0.127,100,8.9408,5.55555555555556,58
1009.821498,3.308096,23.3333333333333,7.22222222222222,190,11.62304,0,200,10.28192,7.77777777777778,59
1003.725996,3.084576,22.2222222222222,15,180,9.38784,0.127,160,8.04672,14.4444444444444,86
1004.064635,1.743456,26.6666666666667,15,280,7.15264,0.254,250,6.25856,17.2222222222222,80
1016.255639,3.218688,27.2222222222222,16.1111111111111,180,8.04672,0,190,7.15264,13.8888888888889,67
1016.255639,1.877568,27.7777777777778,13.8888888888889,180,7.59968,0.127,170,6.25856,16.1111111111111,71
1017.610195,3.263392,28.3333333333333,14.4444444444444,70,7.59968,0,50,6.7056,15,67
1019.642029,3.79984,24.4444444444444,13.3333333333333,150,9.83488,0,220,7.59968,14.4444444444444,78
1012.869249,3.621024,30.5555555555556,16.1111111111111,240,9.38784,2.54,210,7.59968,17.7777777777778,76
1009.482859,2.950464,23.3333333333333,15.5555555555556,40,7.15264,5.588,40,6.25856,16.6666666666667,89
1005.080552,4.202176,16.6666666666667,11.6666666666667,360,10.28192,34.544,10,9.38784,12.7777777777778,92
1004.403274,4.559808,17.7777777777778,11.6666666666667,10,11.176,2.032,20,9.38784,11.1111111111111,81
1008.466942,2.816352,22.2222222222222,12.7777777777778,240,7.59968,0.127,260,6.25856,12.2222222222222,71
1013.207888,2.816352,22.7777777777778,13.3333333333333,100,7.15264,7.112,60,6.25856,13.8888888888889,77
1006.435108,8.136128,15,12.2222222222222,40,18.32864,78.232,40,13.85824,12.2222222222222,91
1004.064635,3.3528,15.5555555555556,12.2222222222222,360,8.9408,0.508,10,7.15264,11.1111111111111,85
1003.725996,2.45872,18.8888888888889,14.4444444444444,170,5.81152,1.27,160,5.36448,13.8888888888889,89
995.260021,5.766816,18.3333333333333,12.7777777777778,310,13.85824,8.382,290,10.72896,10.5555555555556,74
1000.339606,5.453888,23.8888888888889,12.2222222222222,320,10.72896,0.127,330,8.9408,8.88888888888889,58
1008.128303,3.531616,24.4444444444444,12.7777777777778,360,8.04672,0,200,6.25856,12.7777777777778,65
1011.514693,2.592832,26.6666666666667,17.2222222222222,180,7.15264,0,190,6.25856,15,66
1011.176054,2.68224,23.8888888888889,15.5555555555556,170,8.9408,0,160,6.7056,15.5555555555556,78
1006.773747,4.604512,25.5555555555556,16.6666666666667,320,11.62304,1.016,10,9.83488,12.2222222222222,62
1015.239722,2.414016,28.8888888888889,14.4444444444444,180,7.15264,0,170,6.7056,12.7777777777778,56
1016.594278,3.933952,29.4444444444444,16.1111111111111,290,10.28192,0.508,280,8.04672,13.3333333333333,59
1013.885166,3.397504,30,17.2222222222222,210,8.9408,0,210,7.15264,17.2222222222222,71
1010.160137,4.559808,32.2222222222222,18.8888888888889,210,13.4112,0,230,11.176,17.7777777777778,68
1008.466942,3.039872,30.5555555555556,18.8888888888889,320,10.28192,2.54,330,8.04672,17.7777777777778,72
1015.239722,2.816352,27.2222222222222,16.1111111111111,200,9.38784,0,200,7.59968,14.4444444444444,63
1015.578361,3.308096,28.8888888888889,15.5555555555556,220,10.72896,0.127,220,8.9408,16.6666666666667,74
1014.562444,3.084576,29.4444444444444,18.8888888888889,310,9.38784,7.62,310,7.59968,18.8888888888889,79
1016.594278,2.548128,22.7777777777778,20,190,7.59968,45.974,200,6.7056,19.4444444444444,91
1018.964751,2.324608,21.6666666666667,20,170,6.25856,28.956,170,5.36448,19.4444444444444,92
1020.319307,3.79984,27.2222222222222,20,200,10.72896,0.127,200,8.04672,20,84
1022.012502,5.14096,27.2222222222222,21.1111111111111,210,10.72896,0,210,9.38784,20,81
1016.594278,5.588,23.3333333333333,20.5555555555556,180,13.85824,5.334,180,11.176,20,88
1014.223805,3.531616,24.4444444444444,20.5555555555556,190,8.9408,0.127,190,6.7056,20,89
1010.837415,4.69392,27.2222222222222,19.4444444444444,270,9.83488,2.54,270,8.04672,15.5555555555556,64
1016.594278,5.006848,28.3333333333333,16.6666666666667,230,11.62304,0,230,9.83488,14.4444444444444,61
1012.191971,6.25856,29.4444444444444,20,250,12.51712,0,230,10.72896,18.3333333333333,64
1013.546527,3.755136,29.4444444444444,21.6666666666667,180,9.83488,0.127,160,7.59968,18.3333333333333,65
1010.160137,3.173984,31.1111111111111,20.5555555555556,220,9.38784,0.254,210,7.59968,20,76
1010.160137,2.45872,26.1111111111111,21.1111111111111,230,5.81152,4.826,240,5.36448,19.4444444444444,81
1013.546527,2.190496,24.4444444444444,17.7777777777778,290,6.25856,8.128,290,5.36448,16.1111111111111,74
1019.642029,2.637536,27.2222222222222,15,20,7.59968,0,360,6.25856,14.4444444444444,64
1019.30339,2.190496,27.7777777777778,18.3333333333333,170,9.38784,0,170,7.59968,16.1111111111111,69
1014.562444,4.157472,29.4444444444444,18.3333333333333,220,11.176,0,220,8.9408,16.6666666666667,66
1015.917,4.872736,28.3333333333333,18.8888888888889,210,12.96416,0.127,210,10.28192,17.7777777777778,71
1016.932917,4.559808,29.4444444444444,20,200,12.51712,0,210,10.72896,20.5555555555556,79
1015.239722,3.084576,26.6666666666667,21.6666666666667,220,9.38784,7.62,220,7.15264,21.1111111111111,87
1009.821498,3.889248,27.2222222222222,18.3333333333333,50,9.83488,6.858,50,8.9408,19.4444444444444,84
1012.869249,3.531616,31.6666666666667,17.2222222222222,240,9.83488,0,210,7.59968,18.3333333333333,69
1011.514693,2.90576,27.7777777777778,18.8888888888889,160,8.9408,0,160,7.59968,18.8888888888889,77
1011.514693,2.324608,30.5555555555556,20.5555555555556,150,7.15264,0,150,6.7056,20.5555555555556,78
1011.176054,2.592832,33.3333333333333,21.1111111111111,160,7.15264,0,230,6.25856,21.1111111111111,72
1011.853332,3.084576,35.5555555555556,21.1111111111111,290,21.45792,7.62,320,17.43456,22.2222222222222,72
1018.626112,3.621024,28.8888888888889,20,250,12.96416,8.382,240,10.28192,17.7777777777778,69
1017.610195,4.425696,27.2222222222222,18.3333333333333,20,9.83488,0.127,20,8.04672,19.4444444444444,84
1009.821498,4.515104,29.4444444444444,21.6666666666667,10,9.83488,0,20,8.9408,21.1111111111111,78
1007.112386,4.649216,26.6666666666667,22.7777777777778,220,12.96416,3.81,210,10.28192,21.6666666666667,87
1006.773747,3.57632,26.1111111111111,20.5555555555556,220,12.51712,0.254,230,8.9408,19.4444444444444,75
1012.53061,3.263392,28.3333333333333,17.2222222222222,230,8.9408,0,220,7.59968,15,62
1015.239722,4.380992,28.8888888888889,19.4444444444444,230,11.176,0,220,9.38784,18.8888888888889,73
1012.869249,3.710432,29.4444444444444,20,190,8.9408,0,160,7.59968,19.4444444444444,75
1012.869249,4.559808,31.6666666666667,21.1111111111111,220,11.62304,0,220,9.83488,21.1111111111111,75
1009.821498,4.738624,32.2222222222222,22.7777777777778,270,20.1168,4.318,270,15.6464,21.1111111111111,74
1007.451025,4.738624,32.7777777777778,21.1111111111111,260,10.72896,0,260,8.9408,19.4444444444444,65
1005.75783,3.621024,32.2222222222222,20.5555555555556,290,8.04672,0,170,6.7056,19.4444444444444,67
1009.14422,2.950464,32.2222222222222,19.4444444444444,200,7.15264,0,200,6.25856,17.7777777777778,65
1008.128303,4.157472,36.1111111111111,23.8888888888889,230,8.9408,0,250,7.59968,21.6666666666667,63
1006.096469,4.068064,37.7777777777778,24.4444444444444,290,16.54048,3.556,290,13.85824,22.2222222222222,63
1004.741913,4.02336,36.6666666666667,21.6666666666667,270,9.83488,0.762,310,7.59968,22.2222222222222,65
1007.789664,2.369312,27.7777777777778,20.5555555555556,30,6.7056,3.81,20,6.25856,19.4444444444444,79
1014.901083,2.90576,31.1111111111111,20.5555555555556,190,8.04672,1.016,190,6.7056,17.2222222222222,63
1020.996585,3.308096,28.3333333333333,17.2222222222222,160,8.9408,0,160,7.59968,14.4444444444444,61
1014.901083,4.649216,30.5555555555556,21.6666666666667,230,11.62304,0.508,210,10.28192,20.5555555555556,75
1012.191971,4.515104,30.5555555555556,20,10,10.28192,0,10,8.9408,14.4444444444444,50
1016.255639,3.621024,28.3333333333333,17.2222222222222,160,8.9408,0,160,7.15264,11.1111111111111,50
1008.805581,4.828032,31.1111111111111,18.3333333333333,240,10.72896,12.192,210,9.38784,16.1111111111111,63
1010.160137,4.425696,26.1111111111111,16.1111111111111,10,10.72896,0,360,8.9408,9.44444444444444,50
1013.546527,3.755136,25,13.8888888888889,300,10.72896,0,330,8.04672,6.66666666666667,44
1014.562444,3.397504,26.1111111111111,12.2222222222222,320,10.28192,0,300,7.59968,7.77777777777778,48
1011.853332,5.230368,28.8888888888889,15,240,12.96416,0,210,9.83488,13.8888888888889,59
1009.14422,3.665728,25.5555555555556,19.4444444444444,220,11.62304,11.938,220,8.9408,18.8888888888889,80
1016.594278,2.816352,29.4444444444444,18.3333333333333,280,8.04672,0,300,6.7056,15,58
1021.335224,2.726944,28.8888888888889,18.3333333333333,190,7.59968,0,170,6.7056,15,63
1020.657946,2.592832,27.2222222222222,17.7777777777778,170,8.04672,0,200,6.7056,16.6666666666667,74
1014.562444,3.218688,28.8888888888889,15.5555555555556,220,9.83488,2.032,220,8.04672,17.2222222222222,73
1006.435108,3.665728,30.5555555555556,20,250,11.62304,17.018,260,9.83488,20.5555555555556,81
1011.176054,3.039872,24.4444444444444,17.7777777777778,330,9.83488,0,300,7.15264,15.5555555555556,70
1013.885166,2.861056,28.8888888888889,16.1111111111111,300,9.38784,0,300,6.7056,13.8888888888889,60
1012.191971,2.145792,29.4444444444444,17.2222222222222,40,8.04672,0,40,7.15264,14.4444444444444,63
1013.546527,2.279904,25.5555555555556,16.6666666666667,50,7.15264,0.127,180,5.36448,13.8888888888889,67
1015.917,3.039872,21.1111111111111,16.1111111111111,90,6.7056,13.208,60,5.81152,15.5555555555556,87
1020.996585,3.084576,23.3333333333333,15.5555555555556,190,7.59968,0.254,180,6.7056,13.3333333333333,70
1020.319307,3.084576,18.8888888888889,13.8888888888889,150,8.04672,5.588,150,6.25856,12.7777777777778,77
1011.853332,3.308096,20,16.1111111111111,40,8.04672,21.082,40,6.7056,16.6666666666667,91
1009.14422,4.738624,17.7777777777778,16.1111111111111,30,8.9408,2.032,30,7.15264,15,88
1011.853332,3.084576,25,16.6666666666667,20,10.28192,0.127,20,8.04672,15,75
1019.642029,2.995168,23.3333333333333,12.7777777777778,10,9.83488,0,10,7.59968,9.44444444444444,59
1023.705697,4.068064,22.2222222222222,13.3333333333333,50,9.38784,0,90,7.15264,12.2222222222222,71
1023.028419,6.303264,21.1111111111111,16.1111111111111,90,13.4112,1.016,80,10.72896,12.7777777777778,74
1016.255639,3.486912,21.6666666666667,16.1111111111111,100,9.38784,11.684,120,7.15264,17.7777777777778,92
1013.885166,3.79984,23.8888888888889,14.4444444444444,280,9.83488,0,280,7.15264,12.7777777777778,69
1014.223805,2.279904,23.3333333333333,13.8888888888889,10,5.81152,6.858,270,4.4704,14.4444444444444,76
1011.853332,2.101088,23.8888888888889,16.1111111111111,270,7.15264,0.508,280,5.36448,15,75
1015.239722,1.698752,26.1111111111111,14.4444444444444,130,5.81152,0,160,5.36448,15,74
1015.578361,2.592832,26.1111111111111,14.4444444444444,180,8.04672,0,180,7.15264,15,73
1013.885166,3.084576,27.7777777777778,16.1111111111111,210,8.9408,0,200,7.15264,16.1111111111111,71
1019.980668,4.4704,21.6666666666667,10,10,10.28192,0,50,8.04672,8.88888888888889,61
1025.060253,5.14096,20,10,70,12.51712,0,60,10.28192,5.55555555555556,57
1021.673863,3.710432,21.1111111111111,8.33333333333333,60,11.62304,0,50,9.38784,4.44444444444444,54
1017.271556,2.771648,20,8.88888888888889,210,8.04672,0,220,7.15264,9.44444444444444,69
1015.917,2.101088,21.1111111111111,15.5555555555556,170,7.15264,7.874,170,5.81152,15,85
1015.917,4.068064,21.1111111111111,16.6666666666667,70,8.04672,18.288,60,6.7056,16.6666666666667,90
1015.917,1.609344,25.5555555555556,14.4444444444444,40,4.4704,0,30,4.02336,14.4444444444444,73
1011.853332,1.877568,26.6666666666667,14.4444444444444,210,5.36448,0,200,4.4704,15.5555555555556,78
1009.821498,2.90576,27.2222222222222,16.1111111111111,210,7.59968,0,200,6.7056,16.6666666666667,82
1005.080552,4.112768,26.1111111111111,16.6666666666667,190,9.83488,15.494,190,8.04672,18.3333333333333,82
